relation_mention_id,source_mention_id,predicate_token_i,predicate_start,predicate_end,target_mention_id,source_cluster_id,target_cluster_id,object_property_logits_json,selection_method
pred_2660_srcm_342_tgtm_343,342,2660,2660,2661,343,1,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.8720703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#containsPlace"": -1.978515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#containedInPlace"": -1.9326171875}",nli_grouped_softmax
pred_2690_srcm_346_tgtm_345,346,2690,2685,2691,345,4,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_2736_srcm_355_tgtm_356,355,2736,2736,2737,356,36,46,"{""https://example.org/nlp-sdai/narrative-entity-ontology#memberOf"": -1.232421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": -0.80859375}",nli_grouped_softmax
pred_2790_srcm_367_tgtm_368,367,2790,2790,2792,368,48,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_2992_srcm_382_tgtm_383,382,2992,2992,2996,383,8,6,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_3007_srcm_384_tgtm_385,384,3007,3007,3011,385,8,35,"{""https://example.org/nlp-sdai/narrative-entity-ontology#memberOf"": 0.0}",single_candidate_router
pred_3084_srcm_406_tgtm_403,406,3084,3074,3085,403,63,52,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_3129_srcm_417_tgtm_418,417,3129,3129,3130,418,50,66,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#containsPlace"": -1.248046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#containedInPlace"": -0.75537109375}",nli_grouped_softmax
pred_3216_srcm_442_tgtm_443,442,3216,3216,3217,443,48,6,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_3402_srcm_481_tgtm_482,481,3402,3402,3404,482,8,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_3449_srcm_494_tgtm_495,494,3449,3449,3450,495,35,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_3492_srcm_508_tgtm_509,508,3492,3492,3493,509,35,48,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_3557_srcm_521_tgtm_522,521,3557,3557,3559,522,35,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_3599_srcm_531_tgtm_532,531,3599,3599,3600,532,35,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_3684_srcm_550_tgtm_552,550,3684,3684,3685,552,8,110,"{""https://example.org/nlp-sdai/narrative-entity-ontology#usesObject"": 0.0}",single_candidate_router
pred_3722_srcm_562_tgtm_563,562,3722,3722,3725,563,35,4,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_3869_srcm_590_tgtm_591,590,3869,3869,3873,591,8,64,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_4243_srcm_638_tgtm_640,638,4243,4243,4245,640,36,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.8896484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": -1.9365234375}",nli_grouped_softmax
pred_4243_srcm_639_tgtm_640,639,4243,4243,4245,640,111,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_4449_srcm_671_tgtm_672,671,4449,4449,4450,672,35,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_4465_srcm_673_tgtm_674,673,4465,4465,4466,674,8,6,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_4572_srcm_690_tgtm_691,690,4572,4572,4574,691,8,39,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_4641_srcm_703_tgtm_704,703,4641,4641,4642,704,29,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_4905_srcm_761_tgtm_762,761,4905,4905,4906,762,35,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_4905_srcm_760_tgtm_763,760,4905,4905,4908,763,33,6,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_4905_srcm_761_tgtm_763,761,4905,4905,4908,763,35,6,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.419921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": -1.994140625}",nli_grouped_softmax
pred_4913_srcm_765_tgtm_766,765,4913,4913,4914,766,35,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_4913_srcm_764_tgtm_767,764,4913,4913,4914,767,33,93,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_4913_srcm_765_tgtm_767,765,4913,4913,4914,767,35,93,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.841796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": -1.728515625}",nli_grouped_softmax
pred_4913_srcm_764_tgtm_768,764,4913,4913,4922,768,33,93,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_4913_srcm_765_tgtm_768,765,4913,4913,4922,768,35,93,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.369140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": -1.4833984375}",nli_grouped_softmax
pred_5123_srcm_811_tgtm_812,811,5123,5123,5125,812,8,1,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_5139_srcm_814_tgtm_816,814,5139,5139,5140,816,8,35,"{""https://example.org/nlp-sdai/narrative-entity-ontology#memberOf"": 0.0}",single_candidate_router
pred_5318_srcm_837_tgtm_839,837,5318,5318,5320,839,98,1,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_5318_srcm_837_tgtm_840,837,5318,5318,5320,840,98,59,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_5318_srcm_838_tgtm_839,838,5318,5318,5320,839,119,1,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_5318_srcm_838_tgtm_840,838,5318,5318,5320,840,119,59,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_5703_srcm_909_tgtm_910,909,5703,5703,5705,910,8,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_5819_srcm_937_tgtm_939,937,5819,5819,5821,939,8,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_5819_srcm_938_tgtm_939,938,5819,5819,5821,939,97,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_6051_srcm_998_tgtm_999,998,6051,6051,6053,999,111,124,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_6404_srcm_1053_tgtm_1054,1053,6404,6404,6407,1054,111,126,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_6404_srcm_1053_tgtm_1055,1053,6404,6404,6411,1055,111,64,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_6551_srcm_1090_tgtm_1093,1090,6551,6551,6555,1093,8,1,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_6611_srcm_1102_tgtm_1103,1102,6611,6611,6612,1103,8,1,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_7150_srcm_1244_tgtm_1250,1244,7150,7150,7156,1250,3,96,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_7150_srcm_1245_tgtm_1250,1245,7150,7150,7156,1250,97,96,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_7537_srcm_1339_tgtm_1340,1339,7537,7537,7539,1340,111,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_7642_srcm_1355_tgtm_1356,1355,7642,7642,7644,1356,111,137,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_7859_srcm_1386_tgtm_1388,1386,7859,7859,7860,1388,8,6,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_7859_srcm_1387_tgtm_1388,1387,7859,7859,7860,1388,97,6,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_7904_srcm_1396_tgtm_1398,1396,7904,7904,7905,1398,8,140,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_7904_srcm_1397_tgtm_1398,1397,7904,7904,7905,1398,97,140,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_7904_srcm_1396_tgtm_1398,1396,7904,7904,7909,1398,8,140,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_7904_srcm_1397_tgtm_1398,1397,7904,7904,7909,1398,97,140,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_7961_srcm_1408_tgtm_1409,1408,7961,7961,7962,1409,111,140,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_8176_srcm_1441_tgtm_1442,1441,8176,8176,8177,1442,111,140,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_8186_srcm_1443_tgtm_1444,1443,8186,8186,8187,1444,111,141,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_8354_srcm_1467_tgtm_1468,1467,8354,8354,8356,1468,8,154,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_8501_srcm_1497_tgtm_1499,1497,8501,8501,8502,1499,142,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_8501_srcm_1497_tgtm_1500,1497,8501,8501,8502,1500,142,97,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_8501_srcm_1498_tgtm_1499,1498,8501,8501,8502,1499,155,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_8501_srcm_1498_tgtm_1500,1498,8501,8501,8502,1500,155,97,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_8902_srcm_1588_tgtm_1591,1588,8902,8902,8904,1591,111,140,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_9037_srcm_1618_tgtm_1619,1618,9037,9037,9039,1619,97,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_9084_srcm_1627_tgtm_1628,1627,9084,9084,9086,1628,111,137,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_9090_srcm_1629_tgtm_1630,1629,9090,9090,9092,1630,111,78,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_9241_srcm_1651_tgtm_1652,1651,9241,9241,9243,1652,97,156,"{""https://example.org/nlp-sdai/narrative-entity-ontology#usesObject"": 0.0}",single_candidate_router
pred_9275_srcm_1658_tgtm_1659,1658,9275,9275,9277,1659,97,156,"{""https://example.org/nlp-sdai/narrative-entity-ontology#usesObject"": 0.0}",single_candidate_router
pred_9446_srcm_1689_tgtm_1690,1689,9446,9446,9448,1690,111,137,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_9470_srcm_1693_tgtm_1695,1693,9470,9470,9474,1695,157,137,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_9470_srcm_1694_tgtm_1695,1694,9470,9470,9474,1695,157,137,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_9745_srcm_1781_tgtm_1783,1781,9745,9745,9747,1783,97,165,"{""https://example.org/nlp-sdai/narrative-entity-ontology#memberOf"": 0.0}",single_candidate_router
pred_9745_srcm_1782_tgtm_1783,1782,9745,9745,9747,1783,153,165,"{""https://example.org/nlp-sdai/narrative-entity-ontology#memberOf"": 0.0}",single_candidate_router
pred_9819_srcm_1806_tgtm_1808,1806,9819,9819,9821,1808,97,165,"{""https://example.org/nlp-sdai/narrative-entity-ontology#memberOf"": 0.0}",single_candidate_router
pred_9819_srcm_1807_tgtm_1808,1807,9819,9819,9821,1808,153,165,"{""https://example.org/nlp-sdai/narrative-entity-ontology#memberOf"": 0.0}",single_candidate_router
pred_10120_srcm_1893_tgtm_1897,1893,10120,10120,10126,1897,97,140,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_10120_srcm_1894_tgtm_1897,1894,10120,10120,10126,1897,153,140,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_10511_srcm_1972_tgtm_1976,1972,10511,10511,10513,1976,8,137,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_10511_srcm_1972_tgtm_1977,1972,10511,10511,10513,1977,8,181,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_10827_srcm_2036_tgtm_2037,2036,10827,10827,10829,2037,153,78,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_11090_srcm_2087_tgtm_2089,2087,11090,11090,11091,2089,153,185,"{""https://example.org/nlp-sdai/narrative-entity-ontology#usesObject"": 0.0}",single_candidate_router
pred_11451_srcm_2155_tgtm_2156,2155,11451,11451,11452,2156,153,176,"{""https://example.org/nlp-sdai/narrative-entity-ontology#usesObject"": 0.0}",single_candidate_router
pred_11451_srcm_2155_tgtm_2157,2155,11451,11451,11452,2157,153,189,"{""https://example.org/nlp-sdai/narrative-entity-ontology#usesObject"": 0.0}",single_candidate_router
pred_11463_srcm_2159_tgtm_2160,2159,11463,11463,11465,2160,153,176,"{""https://example.org/nlp-sdai/narrative-entity-ontology#usesObject"": 0.0}",single_candidate_router
pred_11463_srcm_2159_tgtm_2161,2159,11463,11463,11465,2161,153,189,"{""https://example.org/nlp-sdai/narrative-entity-ontology#usesObject"": 0.0}",single_candidate_router
pred_12523_srcm_2370_tgtm_2371,2370,12523,12523,12525,2371,153,137,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_12605_srcm_2387_tgtm_2388,2387,12605,12605,12608,2388,153,137,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_12809_srcm_2424_tgtm_2426,2424,12809,12809,12813,2426,8,64,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_12823_srcm_2427_tgtm_2428,2427,12823,12823,12825,2428,111,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_12857_srcm_2433_tgtm_2434,2433,12857,12857,12858,2434,193,78,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_13027_srcm_2462_tgtm_2463,2462,13027,13027,13029,2463,153,193,"{""https://example.org/nlp-sdai/narrative-entity-ontology#usesObject"": 0.0}",single_candidate_router
pred_13118_srcm_2477_tgtm_2478,2477,13118,13118,13120,2478,153,193,"{""https://example.org/nlp-sdai/narrative-entity-ontology#usesObject"": 0.0}",single_candidate_router
pred_13309_srcm_2504_tgtm_2505,2504,13309,13309,13311,2505,153,193,"{""https://example.org/nlp-sdai/narrative-entity-ontology#usesObject"": 0.0}",single_candidate_router
pred_13461_srcm_2527_tgtm_2528,2527,13461,13461,13463,2528,111,78,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_13504_srcm_2534_tgtm_2535,2534,13504,13504,13508,2535,111,137,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_13630_srcm_2555_tgtm_2557,2555,13630,13630,13635,2557,111,78,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_13655_srcm_2559_tgtm_2560,2559,13655,13655,13657,2560,153,193,"{""https://example.org/nlp-sdai/narrative-entity-ontology#usesObject"": 0.0}",single_candidate_router
pred_14043_srcm_2613_tgtm_2614,2613,14043,14043,14044,2614,196,111,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_14061_srcm_2617_tgtm_2618,2617,14061,14061,14062,2618,153,196,"{""https://example.org/nlp-sdai/narrative-entity-ontology#memberOf"": 0.0}",single_candidate_router
pred_14223_srcm_2635_tgtm_2636,2635,14223,14223,14224,2636,196,153,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_14313_srcm_2649_tgtm_2650,2649,14313,14313,14315,2650,111,184,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_14340_srcm_2655_tgtm_2656,2655,14340,14340,14342,2656,78,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.1982421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#containsPlace"": -2.0, ""https://example.org/nlp-sdai/narrative-entity-ontology#containedInPlace"": -1.6015625}",nli_grouped_softmax
pred_14383_srcm_2663_tgtm_2664,2663,14383,14383,14384,2664,111,184,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_14451_srcm_2673_tgtm_2674,2673,14451,14451,14453,2674,97,200,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_14538_srcm_2679_tgtm_2680,2679,14538,14538,14540,2680,8,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_14644_srcm_2700_tgtm_2702,2700,14644,14644,14648,2702,184,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.5390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#containsPlace"": -1.9677734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#containedInPlace"": -1.4814453125}",nli_grouped_softmax
pred_14704_srcm_2709_tgtm_2710,2709,14704,14704,14706,2710,153,203,"{""https://example.org/nlp-sdai/narrative-entity-ontology#usesObject"": 0.0}",single_candidate_router
pred_14763_srcm_2717_tgtm_2718,2717,14763,14763,14764,2718,111,184,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_14822_srcm_2722_tgtm_2723,2722,14822,14822,14824,2723,111,18,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_14829_srcm_2724_tgtm_2725,2724,14829,14829,14831,2725,111,51,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_14918_srcm_2744_tgtm_2745,2744,14918,14918,14920,2745,111,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15118_srcm_2799_tgtm_2805,2799,15118,15118,15133,2805,8,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15118_srcm_2799_tgtm_2806,2799,15118,15118,15133,2806,8,184,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15118_srcm_2799_tgtm_2807,2799,15118,15118,15133,2807,8,203,"{""https://example.org/nlp-sdai/narrative-entity-ontology#usesObject"": 0.0}",single_candidate_router
pred_15118_srcm_2800_tgtm_2805,2800,15118,15118,15133,2805,97,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15118_srcm_2800_tgtm_2806,2800,15118,15118,15133,2806,97,184,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15118_srcm_2800_tgtm_2807,2800,15118,15118,15133,2807,97,203,"{""https://example.org/nlp-sdai/narrative-entity-ontology#usesObject"": 0.0}",single_candidate_router
pred_15118_srcm_2801_tgtm_2805,2801,15118,15118,15133,2805,153,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15118_srcm_2801_tgtm_2806,2801,15118,15118,15133,2806,153,184,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15118_srcm_2801_tgtm_2807,2801,15118,15118,15133,2807,153,203,"{""https://example.org/nlp-sdai/narrative-entity-ontology#usesObject"": 0.0}",single_candidate_router
pred_15167_srcm_2814_tgtm_2816,2814,15167,15167,15169,2816,97,204,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15167_srcm_2815_tgtm_2816,2815,15167,15167,15169,2816,153,204,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15195_srcm_2825_tgtm_2827,2825,15195,15195,15197,2827,97,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15195_srcm_2826_tgtm_2827,2826,15195,15195,15197,2827,153,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15275_srcm_2844_tgtm_2845,2844,15275,15275,15276,2845,111,204,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15297_srcm_2848_tgtm_2850,2848,15297,15297,15303,2850,203,60,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15376_srcm_2861_tgtm_2862,2861,15376,15376,15378,2862,111,78,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15402_srcm_2867_tgtm_2868,2867,15402,15402,15404,2868,111,209,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15402_srcm_2867_tgtm_2869,2867,15402,15402,15409,2869,111,78,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15402_srcm_2867_tgtm_2870,2867,15402,15402,15409,2870,111,210,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_15416_srcm_2871_tgtm_2869,2871,15416,15411,15417,2869,60,78,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.537109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#containsPlace"": -1.630859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#containedInPlace"": -1.6611328125}",nli_grouped_softmax
pred_15416_srcm_2871_tgtm_2870,2871,15416,15411,15417,2870,60,210,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.556640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#containsPlace"": -1.7705078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#containedInPlace"": -1.7568359375}",nli_grouped_softmax
